0;696.828;1;622.272;2;621.705;3;622.733;4;622.704;5;592.162;6;682.979;7;681.386;8;596.421;9;621.698;10;668.705;32
0;696.871;1;622.364;2;621.75;3;622.782;4;622.791;5;592.197;6;683.121;7;681.418;8;596.487;9;621.743;10;668.74;27
0;696.915;1;622.397;2;621.767;3;622.802;4;622.814;5;592.184;6;683.086;7;681.398;8;596.451;9;621.76;10;668.771;18
0;696.826;1;622.321;2;621.727;3;622.758;4;622.748;5;592.167;6;683.067;7;681.367;8;596.49;9;621.721;10;668.715;18
0;696.811;1;622.348;2;621.75;3;622.772;4;622.766;5;592.175;6;683.03;7;681.408;8;596.534;9;621.743;10;668.732;31
0;696.827;1;622.398;2;621.792;3;622.805;4;622.812;5;592.363;6;683.103;7;681.443;8;596.587;9;621.785;10;668.808;32
0;696.827;1;622.478;2;621.913;3;622.935;4;622.907;5;592.382;6;683.162;7;681.482;8;596.594;9;621.906;10;668.889;28
0;696.963;1;622.558;2;621.983;3;623.021;4;623.006;5;592.494;6;683.235;7;681.555;8;596.698;9;621.975;10;668.914;24
0;697.073;1;622.619;2;622.061;3;623.079;4;623.053;5;592.589;6;683.346;7;681.657;8;596.737;9;622.054;10;669.001;16
0;697.119;1;622.693;2;622.092;3;623.132;4;623.139;5;592.448;6;683.331;7;681.737;8;596.78;9;622.085;10;669.025;19
0;697.142;1;622.732;2;622.191;3;623.203;4;623.186;5;592.503;6;683.399;7;681.794;8;596.734;9;622.184;10;669.12;21
0;697.037;1;622.701;2;622.156;3;623.17;4;623.148;5;592.614;6;683.397;7;681.764;8;596.788;9;622.149;10;669.088;20
0;697.091;1;622.594;2;622.049;3;623.077;4;623.044;5;592.433;6;683.271;7;681.685;8;596.73;9;622.042;10;668.98;31
0;696.923;1;622.51;2;621.936;3;622.961;4;622.94;5;592.463;6;683.177;7;681.612;8;596.559;9;621.93;10;668.894;46
0;696.716;1;622.378;2;621.821;3;622.833;4;622.791;5;592.252;6;683.166;7;681.572;8;596.47;9;621.814;10;668.782;22
0;696.671;1;622.353;2;621.779;3;622.803;4;622.768;5;592.203;6;683.107;7;681.545;8;596.419;9;621.773;10;668.793;27
0;696.647;1;622.244;2;621.661;3;622.687;4;622.669;5;592.156;6;683.041;7;681.48;8;596.343;9;621.654;10;668.71;31
0;696.379;1;621.905;2;621.424;3;622.439;4;622.361;5;591.893;6;682.684;7;681.321;8;596.188;9;621.418;10;668.386;44
0;696.297;1;621.761;2;621.322;3;622.314;4;622.223;5;591.831;6;682.581;7;681.178;8;596.05;9;621.315;10;668.294;42
0;696.328;1;621.799;2;621.321;3;622.325;4;622.25;5;591.807;6;682.651;7;681.254;8;596.062;9;621.314;10;668.311;42
0;696.379;1;621.906;2;621.406;3;622.414;4;622.355;5;591.799;6;682.662;7;681.281;8;596.022;9;621.399;10;668.412;40
0;696.497;1;621.984;2;621.471;3;622.494;4;622.439;5;592.009;6;682.754;7;681.401;8;596.125;9;621.465;10;668.5;40
0;696.497;1;621.984;2;621.471;3;622.494;4;622.439;5;592.009;6;682.754;7;681.401;8;596.125;9;621.465;10;668.5;38
0;696.445;1;621.949;2;621.498;3;622.509;4;622.405;5;591.959;6;682.787;7;681.326;8;596.161;9;621.492;10;668.46;41
