0;-0.00993271;24
1;-0.0261618;27
2;-0.0269795;28
3;-0.00101931;29
4;0.000228849;30
5;0.0383;31
6;0.0863801;30
7;-0.0436304;27
8;-0.0738056;29
9;0.0527908;29
10;0.010665;28
11;-0.100861;26
12;-0.0679798;27
13;-0.0377254;31
14;0.0567929;32
15;-0.0319576;28
16;-0.0154982;23
17;-0.182293;25
18;-0.200493;27
19;-0.359825;28
20;-0.0394996;26
21;-0.204015;44
22;0.058041;27
23;0.274601;25
24;0.366695;39
25;0.245708;32
26;0.26744;22
27;0.467434;22
28;0.0700569;26
29;0.282869;30
30;0.365358;29
31;0.536941;29
32;0.528797;35
33;0.0423879;25
34;-0.0406878;44
35;0.105904;30
36;-0.457129;30
37;-0.353802;28
38;-0.298048;23
39;0.405749;18
40;0.268733;29
41;0.398019;46
42;0.700164;32
43;0.828129;32
44;0.529144;31
45;0.241888;19
46;0.515074;13
47;0.340204;29
48;0.415641;50
49;0.706896;26
50;0.683889;30
51;0.198984;29
52;0.0725461;33
53;-0.319704;28
54;-0.097646;24
55;-0.690297;18
56;-0.946667;23
57;-0.715938;28
58;-0.295191;53
59;0.0249565;31
60;0.231175;25
61;0.420383;27
62;0.85136;34
63;0.301138;26
64;-0.0246013;31
65;0.340882;31
66;0.324699;26
67;0.00202513;22
68;-0.251624;16
69;-0.167435;28
70;0.104454;48
71;-0.241318;30
72;-0.747358;30
73;-0.69745;28
74;-0.619087;26
75;-0.545538;31
76;-0.882385;33
77;-0.806418;28
78;-0.343694;26
79;-0.356021;23
80;-0.150777;21
81;-0.197098;21
82;0.463833;30
83;0.0363926;42
84;0.520827;33
85;0.245628;29
86;0.255028;33
87;0.379551;28
88;0.0814166;29
89;-0.139565;29
90;-0.0420505;24
91;0.0974847;24
92;-0.359918;27
93;-0.644909;36
94;-0.602449;32
95;-0.663619;24
96;-0.677411;22
97;-0.642443;23
98;0.108328;30
99;-0.0222369;37
100;0.00768645;27
101;0.163777;22
102;0.506608;36
103;-0.201046;26
104;0.125431;47
105;0.448013;29
106;-0.0250279;31
107;0.379904;25
108;-0.128545;18
109;-0.31048;20
110;-0.154249;42
111;-0.60739;23
112;-0.721559;27
113;-0.744676;20
114;-0.95852;58
115;-0.596337;25
116;-0.430453;32
117;0.10276;27
118;-0.211938;25
119;0.174537;27
120;0.283525;36
121;0.271356;27
122;0.42674;26
123;-0.00407699;30
124;0.364983;30
125;0.443428;23
126;-0.00502221;22
127;-0.558995;26
128;0.205397;47
129;-0.0512071;27
130;-0.150442;30
131;-0.306352;26
132;-0.373975;26
133;-0.535857;28
134;-0.70224;32
135;-0.0967114;25
136;0.456198;22
137;0.187629;35
138;0.298918;29
139;0.197521;25
140;0.283166;35
141;-0.175325;32
142;0.323866;31
143;0.695421;29
144;0.105439;24
145;-0.231574;23
146;0.186683;22
147;0.21202;23
148;-0.336349;37
149;-0.161274;41
150;-0.233567;37
151;-0.514392;30
152;-0.775477;29
153;-0.629746;29
154;-0.367189;21
155;0.332436;18
156;-0.180055;49
157;0.05301;30
158;0.210483;27
159;0.066995;32
160;0.871855;28
161;0.317251;28
162;0.428836;22
163;-0.1902;22
164;0.0960374;26
165;0.0545149;24
166;0.0561836;48
167;0.0386445;25
168;-0.224936;32
169;-0.0244725;26
170;-0.468716;36
171;-0.539363;32
172;-0.375619;27
173;0.0771613;26
174;0.379584;28
175;0.423141;28
176;0.155368;28
177;0.310504;28
178;0.489098;21
179;0.574546;26
180;-0.105643;30
181;0.0881041;28
182;0.359823;32
183;0.0932655;29
184;0.0731657;39
185;-0.273787;34
186;-0.181767;31
187;-0.225017;29
188;-0.30322;24
189;-0.214777;20
190;-0.766304;32
191;-0.71893;24
192;-0.250235;45
193;-0.281605;30
194;-0.0758377;33
195;0.0104671;30
196;-0.0361069;30
197;-0.22033;31
198;0.209891;29
199;-0.258778;28
200;0.47917;21
201;0.688922;20
202;0.338418;36
203;0.337284;31
204;0.134183;33
205;-0.272555;31
206;0.0844832;24
207;-0.197731;30
208;-0.440204;23
209;-0.711466;17
210;-0.500632;39
211;0.236955;33
212;0.0913136;34
213;0.264915;24
214;0.213729;31
215;0.344124;29
216;0.348542;28
217;0.43011;27
218;0.58639;29
219;0.599444;26
220;0.680927;35
221;0.277378;29
222;0.428934;28
223;0.269707;29
224;0.263674;27
225;-0.0176749;25
226;0.210381;22
227;-0.261159;35
228;-0.346476;37
229;-0.158848;26
230;-0.0616454;26
231;0.373855;29
232;-0.0502167;28
233;0.686639;28
234;-0.0738582;33
235;0.0695997;22
236;0.661983;24
237;0.363368;31
238;0.250974;28
239;-0.0198646;28
240;0.344352;37
241;0.10818;31
242;0.218457;31
243;-0.0848769;21
244;-0.178544;29
245;-0.29679;26
246;-0.35295;36
247;-0.475679;22
248;-0.237014;31
249;0.172603;33
250;0.0612555;26
251;0.189223;36
252;-0.118844;29
253;0.630195;25
254;0.344621;34
255;0.00349296;29
256;0.0505156;31
257;-0.134322;29
258;-0.1391;32
259;-0.00237341;31
260;0.0184964;33
261;0.0345171;32
262;-0.213028;29
263;-0.316383;46
264;-0.189043;32
265;-0.51503;31
266;-0.526584;29
267;-0.42859;25
268;0.197996;35
269;0.0972396;26
270;0.159311;29
271;0.221323;26
272;0.258762;34
273;0.0817496;26
274;0.217778;31
275;-0.0588685;25
276;0.0324567;31
277;-0.114546;27
278;0.116963;29
279;0.0455627;31
280;0.15111;37
281;-0.0293195;25
282;-0.258957;26
283;-0.142142;25
284;-0.150266;37
285;-0.248477;25
286;-0.067538;30
287;-0.0335456;28
288;-0.042558;24
289;0.0710802;25
290;-0.0158359;34
291;0.0255049;26
292;0.0201946;32
293;0.0320402;20
294;0.01393;30
295;-0.030143;32
296;-0.0108389;38
297;-0.009842;24
298;0.00455504;32
