

0;536.373;1;485.151;2;760.21;3;677.533;4;656.032;5;672.94;6;536.145;7;531.731;8;670.099;9;647.342;10;483.006;11;748.285;12;685.939;13;655.26;
0;536.765;1;485.431;2;760.378;3;677.908;4;656.114;5;673.331;6;536.081;7;531.777;8;670.293;9;647.693;10;483.265;11;685.95;12;655.534;
0;537.158;1;485.725;2;761.269;3;678.462;4;656.552;5;673.868;6;537.083;7;532.48;8;670.728;9;648.229;10;483.557;11;686.799;12;656.211;
0;537.736;1;486.355;2;761.259;3;678.772;4;657.014;5;674.193;6;537.394;7;532.92;8;671.045;9;648.573;10;483.91;11;687.31;12;656.443;
0;537.966;1;487.11;2;761.775;3;678.985;4;657.29;5;674.431;6;537.888;7;533.195;8;671.503;9;648.753;10;484.624;11;687.739;12;656.82;
0;538.433;1;487.174;2;762.182;3;679.391;4;657.396;5;674.584;6;538.012;7;533.456;8;671.657;9;648.899;10;484.699;11;687.641;12;656.958;
0;538.047;1;486.958;2;760.702;3;678.982;4;656.898;5;674.115;6;537.498;7;533.073;8;671.016;9;648.363;10;484.399;11;687.229;12;656.482;
0;537.36;1;486.076;2;760.487;3;678.135;4;656.334;5;673.338;6;536.968;7;532.415;8;670.334;9;647.742;10;483.59;11;686.188;12;655.685;
0;536.595;1;485.643;2;759.477;3;678.161;4;655.637;5;672.877;6;536.554;7;531.949;8;669.519;9;647.545;10;483.328;11;685.558;12;655.397;
0;536.063;1;485.398;2;758.199;3;677.912;4;655.019;5;672.913;6;536.296;7;531.787;8;669.177;9;647.395;10;482.893;11;685.238;12;655.432;
0;536.217;1;485.66;2;758.453;3;678.073;4;654.531;5;673.08;6;536.293;7;531.903;8;668.961;9;647.668;10;483.287;11;685.524;12;655.611;
0;536.715;1;486.196;2;759.047;3;679.235;4;655.164;5;674.243;6;537.359;7;532.804;8;669.425;9;648.678;10;483.794;11;686.077;12;656.676;
0;538.808;1;488.459;2;760.174;3;681.141;4;656.666;5;675.988;6;539.254;7;534.61;8;670.512;9;650.833;10;486.09;11;688.369;12;658.643;
0;540.987;1;490.599;2;762.778;3;683.409;4;659.14;5;678.422;6;541.485;7;537.068;8;672.724;9;653.021;10;488.274;11;690.321;12;660.941;
0;542.688;1;492.433;2;764.058;3;684.54;4;660.928;5;679.716;6;543.028;7;538.576;8;674.289;9;654.31;10;490.034;11;692.094;12;662.195;
0;542.537;1;492.471;2;764.109;3;684.416;4;661.016;5;679.518;6;543.045;7;538.577;8;674.892;9;654.389;10;489.944;11;692.485;12;662.167;
0;540.721;1;489.545;2;763.528;3;682.302;4;659.833;5;677.23;6;540.473;7;536.175;8;673.033;9;652.19;10;487.13;11;690.531;12;659.674;
0;536.611;1;485.793;2;760.104;3;678.432;4;656.107;5;673.259;6;536.783;7;532.138;8;669.628;9;648.199;10;483.034;11;686.463;12;655.723;
0;533.232;1;482.43;2;756.907;3;674.999;4;653.138;5;670.111;6;533.13;7;528.886;8;665.599;9;645.01;10;480.135;11;683.074;12;652.646;
0;532.088;1;481.482;2;756.05;3;674.471;4;651.732;5;669.567;6;532.389;7;527.805;8;664.609;9;644.322;10;682.206;11;652.188;
0;532.852;1;482.531;2;755.869;3;675.742;4;652.689;5;670.945;6;533.467;7;529.118;8;665.106;9;645.527;10;682.959;11;653.467;
0;535.507;1;485.321;2;757.925;3;678.165;4;654.62;5;673.753;6;536.111;7;531.629;8;667.533;9;647.875;10;685.843;11;656.099;
0;537.326;1;487.378;2;759.2;3;680.136;4;656.518;5;675.635;6;538.126;7;533.773;8;668.996;9;649.748;10;687.619;11;658.203;
0;537.524;1;487.526;2;759.136;3;680.089;4;656.29;5;675.889;6;538.104;7;533.712;8;668.887;9;650.132;10;687.455;11;658.296;
0;536.83;1;486.734;2;758.546;3;679.616;4;655.751;5;675.229;6;537.681;7;533.136;8;668.523;9;649.476;10;687.197;11;657.541;
0;537.117;1;486.814;2;758.548;3;679.993;4;655.981;5;675.419;6;537.878;7;533.445;8;668.379;9;649.577;10;687.286;11;657.903;
0;538.554;1;488.769;2;759.455;3;681.344;4;657.181;5;677.059;6;539.547;7;534.956;8;669.966;9;651.256;10;688.711;11;659.4;
0;540.061;1;490.168;2;760.937;3;682.679;4;658.662;5;678.184;6;540.623;7;536.369;8;671.47;9;652.633;10;690.287;11;660.66;
0;540.207;1;490.597;2;760.669;3;683.097;4;659.434;5;678.56;6;540.799;7;536.434;8;671.977;9;652.839;10;690.391;11;660.894;
0;539.287;1;489.702;2;760.493;3;682.471;4;658.888;5;677.927;6;540.123;7;535.654;8;670.952;9;652.376;10;690.068;11;660.099;
0;537.604;1;488.04;2;759.377;3;680.853;4;657.646;5;676.388;6;538.379;7;534.076;8;669.588;9;650.664;10;688.717;11;658.68;
0;536.535;1;487.318;2;758.101;3;680.151;4;656.526;5;675.717;6;537.453;7;533.019;8;668.644;9;649.84;10;687.306;11;657.972;
0;536.457;1;486.984;2;758.001;3;679.701;4;656.441;5;675.31;6;537.375;7;532.87;8;668.114;9;649.386;10;687.374;11;657.508;
0;536.806;1;487.668;2;758.781;3;679.859;4;656.59;5;675.555;6;537.755;7;533.286;8;668.739;9;649.858;10;687.792;11;657.979;
0;537.661;1;488.367;2;759.161;3;680.831;4;656.82;5;676.396;6;538.514;7;534.125;8;669.408;9;650.476;10;688.469;11;658.709;
0;537.982;1;488.544;2;759.843;3;681.311;4;657.012;5;676.656;6;538.781;7;534.492;8;669.77;9;650.86;10;688.849;11;658.921;
0;538.092;1;488.706;2;760.232;3;681.468;4;656.993;5;676.977;6;538.912;7;534.497;8;669.777;9;651.014;10;689.219;11;659.211;
0;537.806;1;488.63;2;759.536;3;681.261;4;656.738;5;676.835;6;538.556;7;534.224;8;669.664;9;650.883;10;688.802;11;659.049;
0;536.646;1;487.547;2;758.863;3;680.488;4;655.848;5;675.812;6;537.682;7;533.088;8;668.857;9;650.021;10;687.823;11;658.035;
0;535.591;1;486.12;2;757.923;3;679.323;4;654.712;5;674.987;6;536.355;7;532.012;8;667.6;9;649.099;10;686.589;11;657.293;
0;534.889;1;485.409;2;757.409;3;678.575;4;654.291;5;674.071;6;535.891;7;531.391;8;667.128;9;648.195;10;686.134;11;656.456;
0;534.523;1;485.347;2;757.799;3;678.443;4;654.202;5;674.021;6;535.55;7;531.145;8;666.916;9;648.04;10;685.87;11;656.402;
0;534.9;1;485.482;2;757.772;3;678.501;4;654.137;5;674.096;6;535.924;7;531.433;8;666.992;9;648.221;10;686.033;11;656.411;
0;535.844;1;486.194;2;757.865;3;679.258;4;655.079;5;675.033;6;536.954;7;532.384;8;667.808;9;648.81;10;686.567;11;657.212;
0;537.049;1;487.559;2;758.46;3;680.167;4;656.14;5;676.063;6;538.045;7;533.629;8;668.841;9;650.045;10;688.013;11;658.421;
0;537.801;1;488.526;2;759.8;3;681.121;4;656.781;5;676.921;6;538.805;7;534.383;8;669.691;9;650.878;10;688.893;11;659.138;
0;538.194;1;488.94;2;760.196;3;681.73;4;657.343;5;677.137;6;539.258;7;534.806;8;669.911;9;651.312;10;689.051;11;659.485;
0;537.999;1;488.637;2;759.617;3;681.607;4;656.936;5;677.251;6;538.989;7;534.536;8;669.683;9;651.23;10;688.983;11;659.599;
0;537.524;1;488.382;2;759.93;3;681.48;4;656.756;5;677.064;6;538.598;7;534.079;8;669.521;9;651.054;10;688.28;11;659.228;
0;536.789;1;487.707;2;758.637;3;680.903;4;656.12;5;676.339;6;537.916;7;533.414;8;668.625;9;650.38;10;687.874;11;658.393;
0;536.068;1;487.038;2;757.726;3;679.975;4;655.45;5;675.553;6;537.036;7;532.532;8;667.995;9;649.581;10;687.118;11;657.833;
0;535.671;1;486.543;2;757.251;3;679.769;4;655.098;5;675.332;6;536.832;7;532.312;8;667.538;9;649.367;10;686.738;11;657.477;
0;535.916;1;486.793;2;756.845;3;679.793;4;655.303;5;675.405;6;537.217;7;532.608;8;667.438;9;649.424;10;686.683;11;657.624;
0;536.361;1;487.219;2;756.914;3;680.108;4;655.516;5;675.62;6;537.429;7;532.9;8;667.925;9;649.68;10;687.318;11;657.796;
0;537.146;1;487.828;2;757.698;3;680.824;4;656.018;5;676.141;6;538.395;7;533.839;8;668.587;9;650.284;10;687.987;11;658.348;
0;538.118;1;488.86;2;758.089;3;681.529;4;656.553;5;676.985;6;539.194;7;534.563;8;669.026;9;651.096;10;688.653;11;659.205;
0;538.74;1;489.591;2;759.448;3;682.261;4;657.236;5;677.445;6;539.853;7;535.284;8;669.844;9;651.705;10;689.073;11;659.787;
0;538.947;1;489.555;2;759.594;3;682.633;4;657.354;5;677.763;6;539.943;7;535.315;8;670.205;9;652.213;10;689.677;11;660.052;
0;538.454;1;489.163;2;759.076;3;682.281;4;657.243;5;677.681;6;539.588;7;534.824;8;669.692;9;651.811;10;689.235;11;659.745;
